Grant.Application.ID,Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1
3228,0,21A,50A,A ,321021.0,60.0,320702.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578662.0,CHIEF_INVESTIGATOR,1980.0,Australia,,2768.0,25.0,Yes ,>=0 to 5,1.0,1.0,0.0,0.0,1.0,0.0
3606,1,21A,50A,A ,419901.0,70.0,420305.0,10.0,430101.0,20.0,0.0,0.0,0.0,0.0,750805.0,60.0,750308.0,20.0,750104.0,20.0,0.0,0.0,0.0,0.0,36042.0,CHIEF_INVESTIGATOR,1970.0,Australia,,528.0,7.0,Yes ,>=0 to 5,1.0,0.0,0.0,0.0,2.0,0.0
720,1,47C,10B,A ,250103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670901.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495212.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2053.0,19.0,,Less than 0,2.0,0.0,15.0,1.0,2.0,0.0
6802,1,2B,10A,D ,280204.0,60.0,280210.0,20.0,291599.0,20.0,0.0,0.0,0.0,0.0,730111.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28342.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2153.0,19.0,Yes ,>=0 to 5,2.0,1.0,0.0,10.0,6.0,0.0
6000,1,4D,10A,G ,320799.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2653.0,25.0,Yes ,>10 to 15,3.0,3.0,17.0,17.0,16.0,3.0
1353,1,4D,10A,D ,321006.0,50.0,321015.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,60.0,780105.0,20.0,730113.0,20.0,0.0,0.0,0.0,0.0,67467.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2828.0,25.0,,>5 to 10,2.0,0.0,2.0,2.0,4.0,0.0
3867,0,4D,10A,,321019.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32172.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2893.0,25.0,,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
5703,0,294B,30D,C ,321004.0,50.0,321008.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730103.0,50.0,730105.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,315512.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2763.0,25.0,,>=0 to 5,0.0,0.0,1.0,0.0,1.0,0.0
1897,1,,,A ,330199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10987.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2298.0,46.0,Yes ,Less than 0,0.0,0.0,0.0,0.0,1.0,0.0
1739,1,100D,30C,B ,321018.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730111.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79562.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2883.0,25.0,Yes ,more than 15,1.0,0.0,0.0,0.0,3.0,13.0
8118,1,4D,10A,E ,321006.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,70.0,730113.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,73942.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2728.0,25.0,Yes ,>10 to 15,4.0,2.0,9.0,18.0,7.0,5.0
1539,1,2B,10A,C ,330199.0,50.0,330399.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,740201.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70322.0,CHIEF_INVESTIGATOR,1945.0,Eastern Europe,,2298.0,46.0,Yes ,more than 15,1.0,0.0,0.0,0.0,7.0,6.0
1542,1,4D,10A,F ,,,,,,,,,,,,,,,,,,,,,77977.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,,Less than 0,0.0,0.0,1.0,13.0,5.0,0.0
6457,0,15C,10A,E ,270303.0,20.0,300510.0,20.0,300405.0,60.0,0.0,0.0,0.0,0.0,670501.0,50.0,670502.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,20497.0,CHIEF_INVESTIGATOR,1965.0,Middle East and Africa,Other,1258.0,34.0,Yes ,>5 to 10,2.0,1.0,0.0,14.0,1.0,1.0
5828,1,,,C ,350405.0,40.0,310103.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,720205.0,25.0,690402.0,25.0,690199.0,50.0,0.0,0.0,0.0,0.0,42322.0,CHIEF_INVESTIGATOR,1945.0,Australia,,3508.0,4.0,,Less than 0,1.0,0.0,0.0,4.0,10.0,3.0
4192,1,4D,10A,E ,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,80.0,730106.0,10.0,730202.0,10.0,0.0,0.0,0.0,0.0,67657.0,CHIEF_INVESTIGATOR,1965.0,Australia,English,2713.0,25.0,Yes ,>5 to 10,1.0,2.0,2.0,8.0,1.0,3.0
1109,0,21A,50A,A ,,,,,,,,,,,,,,,,,,,,,643862.0,CHIEF_INVESTIGATOR,1980.0,Australia,,1258.0,34.0,Yes ,>=0 to 5,0.0,1.0,0.0,1.0,0.0,0.0
7434,0,2B,10A,,240499.0,70.0,291503.0,20.0,291804.0,10.0,0.0,0.0,0.0,0.0,730110.0,40.0,730114.0,40.0,671401.0,20.0,0.0,0.0,0.0,0.0,1797.0,CHIEF_INVESTIGATOR,1960.0,North America,,2678.0,25.0,Yes ,>10 to 15,7.0,21.0,0.0,13.0,12.0,0.0
3678,1,21A,50A,A ,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367942.0,PRINCIPAL_SUPERVISOR,1980.0,Australia,,2533.0,25.0,Yes ,>=0 to 5,1.0,1.0,0.0,1.0,2.0,0.0
3777,0,4D,10A,,321016.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730111.0,60.0,730104.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,166802.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3273.0,31.0,Yes ,>=0 to 5,0.0,1.0,9.0,5.0,3.0,1.0
4519,1,126B,10A,C ,270504.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126247.0,CHIEF_INVESTIGATOR,1965.0,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0
4978,0,149A,30B,F ,321208.0,60.0,321204.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,50.0,730201.0,30.0,730205.0,20.0,0.0,0.0,0.0,0.0,147722.0,CHIEF_INVESTIGATOR,1970.0,Great Britain,,2923.0,25.0,,>=0 to 5,1.0,1.0,0.0,1.0,5.0,2.0
379,0,89A,30B,,,,,,,,,,,,730213.0,50.0,730110.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
5189,0,101A,30G,B ,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36252.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2973.0,25.0,Yes ,>5 to 10,1.0,19.0,4.0,27.0,13.0,26.0
2101,0,29A,10B,,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72037.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2713.0,25.0,Yes ,>5 to 10,1.0,4.0,5.0,5.0,6.0,0.0
4184,1,,,I ,,,,,,,,,,,,,,,,,,,,,638122.0,CHIEF_INVESTIGATOR,1970.0,,,4193.0,58.0,,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0
5403,0,2B,10A,,260112.0,60.0,270705.0,20.0,270501.0,20.0,0.0,0.0,0.0,0.0,780104.0,40.0,770306.0,30.0,780105.0,30.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
6142,0,4D,10A,,321015.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730103.0,25.0,730108.0,50.0,730203.0,25.0,0.0,0.0,0.0,0.0,44252.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2813.0,25.0,Yes ,>5 to 10,1.0,2.0,5.0,4.0,1.0,0.0
1316,1,149A,30B,A ,321208.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730219.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18377.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2923.0,25.0,Yes ,>5 to 10,1.0,0.0,2.0,0.0,8.0,2.0
8579,1,4D,10A,D ,321010.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929972.0,CHIEF_INVESTIGATOR,1980.0,Australia,,2603.0,25.0,Yes ,>=0 to 5,1.0,0.0,0.0,0.0,0.0,0.0
6129,1,4D,10A,F ,320202.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,50.0,730102.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,94237.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2983.0,187.0,,Less than 0,2.0,2.0,6.0,1.0,0.0,0.0
2589,1,2B,10A,C ,340204.0,70.0,340207.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,730308.0,40.0,720299.0,30.0,730307.0,30.0,0.0,0.0,0.0,0.0,119982.0,CHIEF_INVESTIGATOR,1970.0,Australia,,1678.0,13.0,Yes ,>=0 to 5,0.0,0.0,1.0,1.0,2.0,0.0
1157,1,21A,50A,A ,330103.0,50.0,330206.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,760104.0,50.0,740301.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,148837.0,CHIEF_INVESTIGATOR,1960.0,North America,,2298.0,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0
4645,1,2B,10A,D ,321202.0,50.0,321028.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,40.0,730299.0,30.0,730218.0,30.0,0.0,0.0,0.0,0.0,115217.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2763.0,25.0,Yes ,>=0 to 5,1.0,1.0,1.0,0.0,1.0,2.0
1263,1,21A,50A,,380103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69222.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2558.0,25.0,,,2.0,2.0,5.0,14.0,6.0,1.0
3274,0,29A,10B,,270603.0,40.0,270699.0,30.0,321004.0,30.0,0.0,0.0,0.0,0.0,730105.0,70.0,730199.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,89467.0,PRINCIPAL_SUPERVISOR,1960.0,New Zealand,,2678.0,25.0,,,1.0,2.0,8.0,2.0,2.0,0.0
1538,1,,,A ,,,,,,,,,,,,,,,,,,,,,71247.0,CHIEF_INVESTIGATOR,1945.0,Australia,,593.0,7.0,Yes ,>10 to 15,0.0,0.0,3.0,3.0,8.0,4.0
3614,1,,,A ,250302.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670403.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53202.0,CHIEF_INVESTIGATOR,1975.0,Australia,,3048.0,31.0,Yes ,>=0 to 5,1.0,2.0,11.0,2.0,1.0,2.0
1515,0,3C,20C,C ,320403.0,40.0,321010.0,30.0,321299.0,30.0,0.0,0.0,0.0,0.0,730202.0,60.0,730101.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,30017.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2893.0,25.0,,>5 to 10,0.0,3.0,0.0,11.0,15.0,4.0
2130,1,,,,300601.0,34.0,300603.0,33.0,300604.0,33.0,0.0,0.0,0.0,0.0,620303.0,34.0,620302.0,33.0,770702.0,33.0,0.0,0.0,0.0,0.0,475172.0,CHIEF_INVESTIGATOR,1955.0,Australia,,1098.0,1.0,Yes ,>=0 to 5,0.0,0.0,0.0,1.0,1.0,2.0
7731,0,2B,10A,,300804.0,80.0,291104.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,660502.0,50.0,760299.0,40.0,660504.0,10.0,0.0,0.0,0.0,0.0,870077.0,CHIEF_INVESTIGATOR,1980.0,Australia,,3508.0,4.0,Yes ,>=0 to 5,0.0,2.0,3.0,1.0,1.0,0.0
645,1,2B,10A,C ,310103.0,70.0,321216.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,680199.0,70.0,730220.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,113942.0,CHIEF_INVESTIGATOR,1965.0,North America,English,3508.0,4.0,Yes ,>=0 to 5,1.0,0.0,0.0,1.0,0.0,1.0
368,0,,,,370602.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729901.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63137.0,CHIEF_INVESTIGATOR,1945.0,Australia,,653.0,7.0,Yes ,more than 15,0.0,1.0,0.0,4.0,1.0,0.0
6830,0,2B,10A,,290401.0,40.0,299902.0,30.0,240402.0,30.0,0.0,0.0,0.0,0.0,671101.0,40.0,730210.0,30.0,770501.0,30.0,0.0,0.0,0.0,0.0,724502.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1695,1,4D,20C,A ,320702.0,50.0,321013.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488942.0,CHIEF_INVESTIGATOR,1975.0,Asia Pacific,,2558.0,25.0,,>=0 to 5,1.0,0.0,0.0,0.0,0.0,0.0
7736,0,2B,10A,,420201.0,80.0,420202.0,10.0,420203.0,10.0,0.0,0.0,0.0,0.0,751001.0,70.0,750902.0,20.0,750901.0,10.0,0.0,0.0,0.0,0.0,398112.0,CHIEF_INVESTIGATOR,1975.0,Great Britain,,528.0,7.0,Yes ,>=0 to 5,1.0,2.0,0.0,0.0,4.0,1.0
1408,1,4D,20C,A ,270299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1982.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3258.0,31.0,Yes ,>10 to 15,0.0,0.0,6.0,6.0,1.0,0.0
1785,0,174B,30B,A ,321214.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730209.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30612.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2518.0,25.0,,,0.0,1.0,0.0,3.0,2.0,1.0
7079,1,5A,30B,A ,321213.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750403.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34127.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,1.0,0.0,1.0,1.0,0.0,0.0
5918,1,4D,10A,G ,320305.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,80.0,670403.0,10.0,730106.0,10.0,0.0,0.0,0.0,0.0,34617.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3048.0,31.0,,>5 to 10,2.0,2.0,10.0,6.0,4.0,12.0
4490,1,4D,10A,G ,270303.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,50.0,730102.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,7452.0,CHIEF_INVESTIGATOR,1960.0,North America,,2628.0,25.0,,>5 to 10,4.0,7.0,10.0,11.0,6.0,8.0
4165,1,4D,10A,C ,320502.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730102.0,50.0,730110.0,30.0,730104.0,20.0,0.0,0.0,0.0,0.0,74822.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2668.0,25.0,Yes ,>10 to 15,4.0,2.0,5.0,0.0,2.0,0.0
2769,0,2B,10A,,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2982.0,CHIEF_INVESTIGATOR,1950.0,Eastern Europe,,2668.0,25.0,Yes ,>=0 to 5,0.0,1.0,4.0,1.0,3.0,1.0
3580,1,,,,330109.0,50.0,370202.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730208.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81822.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2298.0,46.0,,Less than 0,0.0,0.0,0.0,0.0,2.0,1.0
1425,1,149A,30B,B ,321208.0,60.0,321102.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,70.0,730204.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3182.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,Yes ,>5 to 10,0.0,0.0,0.0,6.0,20.0,20.0
4047,0,32D,30B,,270103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,50.0,730108.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,63942.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2778.0,25.0,,,1.0,2.0,1.0,1.0,1.0,5.0
2460,0,2B,10A,,340101.0,70.0,340103.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,720299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85917.0,CHIEF_INVESTIGATOR,1965.0,Australia,,1578.0,13.0,Yes ,>=0 to 5,0.0,1.0,2.0,1.0,0.0,0.0
7538,0,2B,10A,,280301.0,80.0,280302.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,700103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90572.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2163.0,19.0,Yes ,>=0 to 5,0.0,4.0,0.0,1.0,0.0,0.0
7494,0,2B,10A,,250104.0,60.0,250502.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,780103.0,70.0,680303.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,64272.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3048.0,31.0,Yes ,more than 15,1.0,2.0,10.0,4.0,11.0,2.0
684,0,47C,10B,,321023.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9712.0,CHIEF_INVESTIGATOR,1945.0,Australia,,3048.0,31.0,,>10 to 15,0.0,2.0,0.0,0.0,0.0,0.0
6598,0,26B,20C,C ,330107.0,30.0,330109.0,30.0,280109.0,20.0,280111.0,20.0,0.0,0.0,760101.0,40.0,680101.0,30.0,770101.0,30.0,0.0,0.0,0.0,0.0,73017.0,CHIEF_INVESTIGATOR,1960.0,The Americas,,2103.0,19.0,Yes ,more than 15,1.0,6.0,5.0,2.0,4.0,6.0
7545,0,2B,10A,,370107.0,60.0,400104.0,20.0,370199.0,20.0,0.0,0.0,0.0,0.0,751004.0,70.0,729901.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13612.0,CHIEF_INVESTIGATOR,1965.0,Australia,,828.0,7.0,Yes ,>10 to 15,0.0,2.0,2.0,4.0,3.0,3.0
403,0,4D,20C,,321210.0,40.0,321204.0,40.0,321216.0,20.0,0.0,0.0,0.0,0.0,730201.0,25.0,730204.0,25.0,730211.0,25.0,730306.0,25.0,0.0,0.0,6807.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2523.0,25.0,,,0.0,0.0,4.0,0.0,8.0,3.0
885,0,150B,30B,A ,370499.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144477.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,English,1033.0,1.0,Yes ,>=0 to 5,1.0,1.0,0.0,8.0,6.0,1.0
2008,1,179C,20A,G ,320702.0,75.0,320502.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69032.0,DELEGATED_RESEARCHER,1965.0,Australia,English,2538.0,25.0,Yes ,>=0 to 5,2.0,4.0,4.0,5.0,4.0,2.0
84,0,,,,321208.0,45.0,321204.0,30.0,321206.0,25.0,0.0,0.0,0.0,0.0,730211.0,45.0,730217.0,30.0,730306.0,25.0,0.0,0.0,0.0,0.0,131257.0,CHIEF_INVESTIGATOR,1980.0,Australia,,2923.0,25.0,,,0.0,1.0,0.0,0.0,0.0,0.0
1551,1,132D,40C,A ,321207.0,50.0,370105.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730206.0,50.0,750309.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,103852.0,PRINCIPAL_SUPERVISOR,1950.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,0.0,0.0,0.0,0.0,0.0,1.0
8376,0,4D,10A,,321026.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730204.0,50.0,730201.0,10.0,730116.0,40.0,0.0,0.0,0.0,0.0,46132.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2893.0,25.0,Yes ,>5 to 10,9.0,12.0,6.0,12.0,2.0,0.0
7039,0,24D,30B,B ,,,,,,,,,,,,,,,,,,,,,47992.0,CHIEF_INVESTIGATOR,1980.0,Australia,,2628.0,25.0,,,0.0,1.0,0.0,0.0,0.0,0.0
2470,0,2B,10A,,380201.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740301.0,60.0,751002.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,71902.0,CHIEF_INVESTIGATOR,1940.0,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0
3330,1,180D,10B,C ,321208.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730399.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3182.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,Yes ,>5 to 10,1.0,1.0,0.0,6.0,20.0,20.0
5672,1,2B,10A,B ,291005.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671206.0,50.0,700199.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,23452.0,CHIEF_INVESTIGATOR,1970.0,The Americas,English,2253.0,19.0,Yes ,>5 to 10,2.0,2.0,0.0,4.0,6.0,0.0
3072,0,6B,30B,A ,320699.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730117.0,50.0,730107.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10072.0,CHIEF_INVESTIGATOR,1965.0,,,2813.0,25.0,,>=0 to 5,0.0,0.0,4.0,8.0,7.0,11.0
1236,1,21A,50A,,310105.0,80.0,370603.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,750901.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78132.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3508.0,4.0,Yes ,>5 to 10,1.0,0.0,1.0,4.0,0.0,0.0
6493,1,21A,50A,A ,321029.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730109.0,50.0,730113.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,85862.0,CHIEF_INVESTIGATOR,1950.0,Western Europe,,2728.0,25.0,,>=0 to 5,9.0,14.0,0.0,5.0,14.0,6.0
3656,1,21A,50A,A ,240401.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780102.0,70.0,671401.0,20.0,671402.0,10.0,0.0,0.0,0.0,0.0,70682.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3198.0,31.0,Yes ,more than 15,2.0,1.0,10.0,2.0,5.0,1.0
6081,0,4D,10A,,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,33.0,730211.0,34.0,780108.0,33.0,0.0,0.0,0.0,0.0,9067.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2538.0,25.0,Yes ,more than 15,4.0,6.0,15.0,16.0,6.0,3.0
7920,0,183C,10A,C ,390111.0,50.0,390499.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,750504.0,50.0,750704.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,85082.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3658.0,22.0,,,0.0,2.0,0.0,2.0,4.0,3.0
3830,0,4D,10A,,320705.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,30.0,730111.0,40.0,780105.0,30.0,0.0,0.0,0.0,0.0,39277.0,CHIEF_INVESTIGATOR,1950.0,Asia Pacific,English,3273.0,31.0,Yes ,>=0 to 5,1.0,1.0,0.0,5.0,2.0,1.0
8192,0,4D,10A,,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730199.0,50.0,730299.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,47517.0,CHIEF_INVESTIGATOR,1970.0,Australia,English,2533.0,25.0,,,1.0,1.0,3.0,17.0,9.0,9.0
138,0,,,,290801.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680503.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73017.0,CHIEF_INVESTIGATOR,1960.0,The Americas,,2103.0,19.0,Yes ,>10 to 15,0.0,2.0,4.0,1.0,3.0,3.0
6354,0,4D,10A,,321015.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623052.0,CHIEF_INVESTIGATOR,1980.0,,,2578.0,25.0,,>=0 to 5,0.0,2.0,0.0,0.0,0.0,0.0
